更新时间,#genre#
好莱电影,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
龙华经典,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
龙华电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
龙华偶像,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaidol_twn
龙华洋片,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
纬来日本,https://smart.pendy.dpdns.org/Smart.php?id=videolandjapan
纬来综合,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
靖天国际,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
靖天卡通,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
大爱壹,https://smart.pendy.dpdns.org/Smart.php?id=daai_twn
大爱贰,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
好消息贰,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
三立闽南,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
ELta影剧,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
ELta综合,https://smart.pendy.dpdns.org/Smart.php?id=eltazonghe_twn
ELTA体1,https://smart.pendy.dpdns.org/Smart.php?id=eltasport_twn
ELTA体3,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
Eleven一,https://smart.pendy.dpdns.org/Smart.php?id=golfchannel_twn
博斯无限,https://smart.pendy.dpdns.org/Smart.php?id=bosiunlimited_twn
博斯网球,https://smart.pendy.dpdns.org/Smart.php?id=bositennis_twn
博斯运动壹特,https://smart.pendy.dpdns.org/Smart.php?id=bosisport1_twn
博斯运动贰特,https://smart.pendy.dpdns.org/Smart.php?id=bosisport2_twn
博斯高球壹特,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf1_twn
博斯高球贰特,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf2_twn
探索亚洲,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
野生动物,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
亚洲旅游,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
亚洲TLC,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
EYE-旅游,https://smart.pendy.dpdns.org/Smart.php?id=eyetvtravel_twn
EYE-戏剧,https://smart.pendy.dpdns.org/Smart.php?id=eyetvxiju_twn
MTv,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
